date,Open,High,Low,Close,Volume
2006-11-21,107.29558883600991,148.38994589467856,107.29558883600991,140.9557,11598927.0
2006-11-22,146.29668415884123,146.29668415884123,130.83443298758158,139.5285,20159428.0
2006-11-23,141.30109916951636,149.38904087282202,140.8491259566846,146.0825,18610136.0
2006-11-24,147.4860716121295,147.54506604077437,136.84043181086176,138.851,8397472.0
2006-11-27,139.11266842423316,145.99979218657654,134.40262937703787,143.287,11426728.0
2006-11-28,140.3495876634261,143.20415554810594,137.97078109285954,141.9196,5777812.0
2006-11-29,143.91781258883117,150.57847168385146,143.75129611145564,147.2843,13767608.0
2006-11-30,147.96179202221404,153.07622695545777,145.58298507651926,150.0913,9492596.0
2006-12-01,150.57854304635762,153.90887417218542,149.62701986754968,150.864,4314216.0
2006-12-04,149.86475777065368,151.7678023137731,142.25257959817603,143.3592,2501604.0
2006-12-05,143.91776988807317,146.51066855217232,140.89668612348052,142.3116,3782736.0
2006-12-06,143.31170524771886,146.26047444136535,139.45708633727614,140.7778,3137324.0
2006-12-07,141.53898483080513,144.3821343210535,139.40947728088014,142.7046,3308756.0
2006-12-08,143.77512993784387,143.85886396454492,137.5312358104307,138.6959,1753604.0
2006-12-11,139.52843331027302,139.52843331027302,126.39742013023135,133.4149,2114796.0
2006-12-12,133.22468686440047,135.08015739110945,120.14124084273442,127.36140000000002,2344832.0
2006-12-13,129.4071211437171,130.81061749435665,120.8434145974417,126.4574,1640976.0
2006-12-14,128.76479729231767,130.6916305789753,127.26614918047285,129.1102,880844.0
2006-12-15,130.59642790375625,138.68436697247705,130.00172650164444,137.4236,2671300.0
2006-12-18,138.9222729105222,138.9222729105222,130.12069055146515,134.5329,2607272.0
2006-12-19,133.2132328856862,135.0572846380609,130.8934195872912,133.63,1109156.0
2006-12-20,134.81928361987187,140.80150396399512,132.51089065743463,137.4236,2084116.0
2006-12-21,136.30570155175693,143.79894692502106,133.58149056716582,140.0528,2867272.0
2006-12-22,139.87383707265315,147.010257331462,139.87383707265315,141.6941,2556320.0
2006-12-26,142.66941812740143,145.76186706572295,140.5161221435794,141.1584,1065528.0
2006-12-27,142.49053535010196,143.91781951053704,139.1716239157036,139.969,700296.0
2006-12-28,141.37252216597207,141.39631023970014,134.75943766956618,136.0792,771920.0
2006-12-29,138.75592439363967,139.56471942696453,136.73393681032758,138.0537,663760.0
2007-01-02,138.47031909121736,141.53897931502206,137.25712783994575,140.302,500256.0
2007-01-03,141.01565059865462,149.8172347284627,141.01565059865462,146.5459,5253976.0
2007-01-04,147.48602486355367,162.18705121285626,147.08162769860522,156.9061,12037320.0
2007-01-05,157.35805690132491,166.92085945224443,156.69199105200713,163.6029,7486000.0
2007-01-08,166.54030272249864,174.81855230790492,162.94830362078497,172.1305,7027964.0
2007-01-09,175.08030133372415,178.41063315257216,160.56956983731496,162.3061,5143356.0
2007-01-10,161.2831550125129,163.9112616446342,156.64448020020612,161.5924,2896344.0
2007-01-11,162.7103879441196,166.51647889018085,159.99854814505093,166.1235,1971528.0
2007-01-12,166.51644260599795,166.51644260599795,159.689268459152,161.0214,959664.0
2007-01-15,162.4249002810235,163.4239989646502,159.87957744416505,160.8311,736712.0
2007-01-16,161.75886687897358,171.74985571561606,160.2012241432037,165.5288,2030196.0
2007-01-17,166.5165509259259,167.39670983796296,163.44788877314815,164.4232,1118252.0
2007-01-18,165.80284034458003,171.22652005743,164.6134368987796,165.6839,1627500.0
2007-01-19,167.44429479136272,167.46808287131603,161.04530128392182,163.0435,872140.0
2007-01-22,164.12629529168305,169.13320919772192,161.04526389150178,166.9095,637564.0
2007-01-23,168.34821558853167,172.45213450238407,167.7059375299065,169.0257,1315992.0
2007-01-24,170.53662942794276,174.60438833883387,168.5384320682068,172.9868,1040752.0
2007-01-25,174.723344858156,179.59989839061646,172.28459233060556,174.4141,1620632.0
2007-01-29,175.24674398329066,179.59996159547228,170.08473184206977,176.5313,837080.0
2007-01-31,180.31361930757075,180.78938083608676,163.66196580951012,165.5888,734844.0
2007-02-01,167.52705182006338,167.52705182006338,162.23468059729416,162.7466,395824.0
2007-02-02,164.61343495912715,175.7938272179118,163.18615084098445,173.9022,1293668.0
2007-02-05,173.6528838257164,174.12864515126628,170.32255454686702,171.4758,460244.0
2007-02-06,171.7498789219074,175.55597042156185,171.27411748445058,172.1067,561084.0
2007-02-07,175.0802163393111,175.0802163393111,165.36326433247936,167.135,184376.0
2007-02-08,168.41950696040007,177.19730329774296,167.5393485200703,176.0079,858868.0
2007-02-09,177.4589923549317,177.79202531645566,164.37555458077452,167.0284,341720.0
2007-02-12,167.7059144565384,167.7059144565384,151.05426337574738,155.1696,296880.0
2007-02-13,155.8119020956895,161.2831597265305,151.32832540759858,153.3741,298252.0
2007-02-14,148.15215984938163,153.67099432032845,145.25001413621138,151.1133,164940.0
2007-02-15,153.2903242105263,158.90430877192983,153.2903242105263,155.9308,327152.0
2007-02-19,161.75889156626505,161.75889156626505,155.57399277108433,157.9528,190348.0
2007-02-20,157.23916977954684,159.1422157072872,154.62248162890384,155.3837,254732.0
2007-02-21,156.6919927468258,160.55802928261053,155.8356223598688,157.2277,141652.0
2007-02-22,159.38006105948477,160.26021960563418,151.31590573125115,152.8745,405368.0
2007-02-23,153.43308496813532,156.5255347426869,141.7769281255948,144.9769,170744.0
2007-02-26,144.86931018019408,156.71576608655477,143.20414569536428,154.4559,232240.0
2007-02-27,155.57395319717455,159.85580512003256,151.10179674441173,158.8215,184804.0
2007-02-28,149.8648789377766,163.16241343400154,139.16024472793544,157.1564,317764.0
2007-03-01,157.00127528925472,161.7588896919594,154.62246808790238,159.2973,252624.0
2007-03-02,158.19062304168213,162.23459385628152,154.38453286323565,156.3951,217560.0
2007-03-05,155.33613412932237,160.06996118778105,150.81639975189952,153.4093,447824.0
2007-03-06,156.52550787335596,158.90431498389327,148.43756369752904,153.3027,391992.0
2007-03-07,156.2162506739305,158.65500353202268,149.864836187873,151.7793,574788.0
2007-03-08,152.2436509009444,154.38457724173895,143.91782624229901,147.8067,329856.0
2007-03-09,150.3406129184347,154.59867774634606,148.91332861857614,151.3635,111024.0
2007-03-12,152.24371667936023,155.81192878903272,151.05431264280273,154.9194,65144.0
2007-03-13,154.6224833718783,160.5695019631044,153.19519890998404,159.225,85072.0
