date,Open,High,Low,Close,Volume
2000-01-03,313.0055902610181,313.6811,313.0055902610181,313.6811,53120.0
2000-01-04,330.6836074570827,338.7839,314.0454385284245,338.7839,228568.0
2000-01-05,322.1565203832526,343.16220699313544,311.7576656258849,326.1189,478788.0
2000-01-06,332.55541517809854,352.209253035716,326.73205581287857,345.5648,487864.0
2000-01-07,350.44143156104906,350.44143156104906,317.92462625439805,318.0178,318564.0
2000-01-10,324.44431677638136,324.44431677638136,292.7278050402287,312.7768,250448.0
2000-01-11,314.46140356698464,317.9970145859256,287.8403323655468,300.8597,356736.0
2000-01-12,303.6466067476021,320.28477698034743,303.6466067476021,310.0731,126444.0
2000-01-13,308.8460433125227,321.32467132514984,303.8545921074718,307.2754,159012.0
2000-01-14,305.73719485822863,314.04546521886664,293.6637065490329,306.4543,185088.0
2000-01-17,315.08534106334247,326.5240828181173,310.9257986070607,313.7859,271000.0
2000-01-18,306.7661502618682,306.7661502618682,297.62597482342164,301.6391,176032.0
2000-01-19,309.8858509959142,325.7753,304.68642396578144,325.7753,309720.0
2000-01-20,332.76334177373315,343.11061788618736,315.0961040506112,319.6716,901276.0
2000-01-21,328.6038478891395,328.6038478891395,318.2049919432807,322.6765,231644.0
2000-01-24,328.60385009861926,330.6836213017751,314.0662493885601,316.3332,218608.0
2000-01-25,307.8061172832373,315.9172244278632,300.52691856370126,302.3671,309756.0
2000-01-27,308.8459803393482,322.15651417215514,303.64655306090805,305.7987,457908.0
2000-01-28,308.63803905101827,310.3018559731262,293.24773252152005,297.1785,315604.0
2000-01-31,299.4870237050044,301.5667947029558,280.7690847234416,284.2631,157164.0
2000-02-01,280.7690673366432,295.1194863338494,277.23345685907066,291.2195,352300.0
2000-02-02,303.438645855615,314.5238273663102,301.5668516042781,311.1338,416012.0
2000-02-03,314.04546656217207,319.203299390478,307.8061526569634,309.9583,142984.0
2000-02-04,314.0454385254203,322.36452298966987,304.9052604245493,308.0349,116572.0
2000-02-07,300.5269496371234,304.06256080932485,283.40044911897957,283.7016,300372.0
2000-02-08,274.5297720087496,291.16794000927985,274.5297720087496,288.6614,277072.0
2000-02-09,308.0141682846889,308.0141682846889,291.1680186350874,293.9233,149180.0
2000-02-10,291.1679170779862,297.40722958680016,290.95993999435905,294.9531,55176.0
2000-02-11,297.71926552212386,297.71926552212386,287.2164203185841,293.7677,97560.0
2000-02-14,288.25623748304156,293.2268897744158,280.769062483482,283.2964,88524.0
2000-02-15,280.76903545032457,289.088117982186,275.56960886791114,280.9454,171204.0
