date,Open,High,Low,Close,Volume
2002-08-12,400.0155678709295,403.5189516084331,397.5750084133426,397.6931,7100.0
2002-08-13,396.39401217955015,405.44769865435615,396.39401217955015,400.7634,8800.0
2002-08-14,395.2919878499223,405.4478664463453,395.2919878499223,404.9755,18700.0
2002-08-16,406.23498551859103,406.9041710567515,401.51132289628185,402.2986,9400.0
2002-08-19,405.4477543859649,408.55749929824566,403.1252866666666,403.8732,9100.0
2002-08-20,406.6286158035544,430.9161139594879,404.10932912287404,411.9821,87200.0
2002-08-21,417.2567519722917,420.24840415624396,407.8094292861266,409.1478,26000.0
2002-08-22,410.17138306182716,418.0441543298085,406.66799984757546,413.2024,17700.0
2002-08-23,421.1933413418758,450.3226004627158,421.1933413418758,442.3711,701900.0
2002-08-26,440.8753733528551,440.8753733528551,417.2570497803807,430.1684,50100.0
2002-08-27,429.8533369565218,439.30066304347827,429.8533369565218,434.577,29100.0
2002-08-28,425.91687458359587,438.5133071036283,425.91687458359587,437.2143,20100.0
2002-08-29,436.93886882729976,447.1341090999368,431.42792813938786,436.0335,138400.0
2002-08-30,437.01746385010364,440.79639346004865,435.36418214575264,436.9781,39400.0
2002-09-02,439.69432525270594,442.0561569013328,438.5134094283925,440.0486,22900.0
2002-09-03,440.87523510971783,441.2688737124944,437.72612628750556,439.49749999999995,8400.0
2002-09-04,434.6164668723175,440.875321888412,434.6164668723175,440.2455,7800.0
2002-09-05,449.5353445378151,455.04628571428566,444.0244033613445,449.69280000000003,974200.0
2002-09-06,448.7480756986205,448.7480756986205,442.44985709232407,445.1266,14500.0
2002-09-09,440.87517229066236,443.7880975361543,437.45051693447596,440.9539,16800.0
2002-09-11,443.63066755864776,443.63066755864776,437.7260890197128,441.3082,32400.0
2002-09-12,438.6314601428571,441.66247714285714,438.6314601428571,440.8752,13200.0
2002-09-13,440.8751673996949,440.8751673996949,436.5451434341621,438.5527,1900.0
2002-09-16,433.78970458616976,440.6783795682551,433.78970458616976,439.4581,5300.0
2002-09-17,439.3006708894638,441.62313859398694,436.2302898563654,441.2295,7300.0
2002-09-18,437.92291666666665,441.6624831460674,437.92291666666665,441.4263,7800.0
2002-09-19,440.87512116025584,440.87512116025584,434.9705436447167,436.9781,23800.0
2002-09-20,433.39617306299783,441.662585083273,433.39617306299783,434.892,2900.0
2002-09-23,433.3173050215208,440.8751649928264,433.3173050215208,438.9857,6000.0
2002-09-24,439.261421625646,456.6208881492511,435.3643985285101,449.4173,195900.0
2002-09-25,447.13414703997154,447.96078821330013,440.08801513398026,442.1743,16700.0
2002-09-26,440.9540134311008,443.23711758919785,438.9858201913619,440.2061,4700.0
2002-09-27,447.88184464984,447.88184464984,436.93869534305014,442.922,58000.0
2002-09-30,445.59889122807016,449.8501880701754,443.4732428070175,448.748,151700.0
2002-10-01,443.23710157852497,445.2446586105413,439.30071524123787,441.387,7000.0
2002-10-03,440.8751914893617,446.7010422340425,440.8751914893617,444.0243,8900.0
2002-10-04,447.84276000000006,447.96085161290324,444.02446451612906,445.4022,6800.0
2002-10-07,438.5134406854519,448.43313431675654,438.5134406854519,445.6383,13700.0
2002-10-08,437.72609002647835,447.1734157105031,437.72609002647835,445.9925,8200.0
2002-10-09,442.4497517265805,446.34677356118294,442.4497517265805,444.5754,8800.0
2002-10-10,442.8828904774512,447.96082958256113,442.64670726326005,446.032,37100.0
2002-10-11,442.8435606735566,444.0244768353528,440.8753670705631,441.8201,10600.0
2002-10-14,452.684468445952,452.684468445952,440.91467226635723,440.99340000000007,1600.0
2002-10-16,440.87530839953587,441.66258573596366,438.11983772203877,440.99340000000007,5600.0
2002-10-17,437.1357634767888,444.41807921233186,436.54530544417713,441.7807,12400.0
2002-10-18,438.5919768929968,447.01584002843936,438.5919768929968,442.922,34500.0
2002-10-21,439.3794535424455,444.02438953223304,429.2235765478253,431.7035,29200.0
2002-10-22,460.557164584465,465.2808278109723,433.0024624298389,434.8132,13400.0
2002-10-23,436.9388168557537,439.30064829821725,431.8215153970827,437.175,20400.0
2002-10-24,431.46721692225395,444.41792528530675,431.46721692225395,441.505,10700.0
2002-10-25,431.0344420121515,443.2372435668334,431.0344420121515,440.5605,30200.0
2002-10-28,442.05599537859933,444.81146462851046,432.1363060789193,442.922,31600.0
2002-10-29,438.11973595505617,442.96149044943814,438.11973595505617,441.4263,4300.0
2002-10-30,432.25452375,443.1583123920863,432.25452375,437.7261,16900.0
2002-10-31,435.4822841053588,436.19083342415985,433.00236148955497,433.396,25100.0
2002-11-01,425.9957887213115,431.23118327868855,410.2108773114754,420.2093,49900.0
2002-11-04,419.7761985995706,422.7678519279246,416.98136456913454,421.6263,4000.0
2002-11-05,428.9874075844546,428.9874075844546,417.29633949374227,418.3198,5300.0
2002-11-07,418.04416499296104,421.6262760112623,413.3205021116846,419.4219,32100.0
2002-11-08,416.58786851007216,417.2570543519574,413.32066704675026,414.2654,6900.0
2002-11-11,413.5173940997045,415.682406634258,411.4311092936803,412.9663,5800.0
2002-11-12,436.15151301713536,436.15151301713536,412.9268385875225,415.8004,12600.0
2002-11-13,417.21741636836026,420.24843260200146,408.5967338337182,409.0691,16700.0
2002-11-14,406.3137470092099,409.3841279689772,403.912551643238,406.0382,30500.0
2002-11-15,405.44771928120446,407.73082294317624,403.8731650315687,405.2509,13400.0
2002-11-18,406.2350504933256,412.7694514993229,404.6604960340492,406.9436,15400.0
2002-11-20,410.9585631517961,415.28858632676713,406.31362920046354,407.652,24100.0
2002-11-21,409.3841085271318,409.3841085271318,404.66044573643416,406.235,6000.0
2002-11-22,406.2350287811473,416.469632219432,404.8179298435387,407.5734,13400.0
2002-11-25,409.3842216509569,417.2569951442445,407.2979366752357,413.4387,6800.0
2002-11-26,424.3423978333956,427.49150653716845,414.97379943967127,421.5082,22200.0
2002-11-27,419.618719611021,419.618719611021,409.4234805510534,412.8875,6300.0
2002-11-28,419.54003712014963,423.47642328190744,415.8398341280973,420.9965,5800.0
2002-12-02,428.9479349475235,428.9479349475235,424.066816847726,427.5702,7500.0
2002-12-03,427.49141827187674,431.0341648321409,426.7435051091542,429.1447,7700.0
2002-12-04,430.5619098769965,431.4279148154947,424.69669461171287,428.8299,23300.0
2002-12-05,429.0660486891386,429.8533258426967,418.0441685393259,420.40600000000006,12300.0
2002-12-06,429.0661056044465,465.28085947197775,421.2720607503474,424.93289999999996,13500.0
2002-12-09,431.6519069677669,435.72409476934956,419.5167873190504,421.9601,30100.0
2002-12-10,423.5075591305181,430.43027884707465,422.8560090395481,425.2586,9800.0
2002-12-11,421.0644074393635,425.95103499185126,415.56695144281474,424.7701,33200.0
2002-12-12,422.32666504026065,425.46225015337416,422.204499386503,424.8107,4500.0
2002-12-13,423.62988690441955,425.54381602914395,422.69328329019277,424.7701,6500.0
2002-12-16,423.58912000387295,425.95098973663823,416.9921735089078,420.5756999999999,29200.0
2002-12-17,420.8607934583051,425.54381147936994,419.88346795825674,421.4309,2600.0
2002-12-18,421.8786719520449,425.05497855554484,420.33124052982697,421.1864,3000.0
2002-12-19,418.37674441406256,423.46698123046883,415.36332421875005,416.9922,17700.0
2002-12-20,421.0642375968992,421.8786751937984,419.0281436046512,420.2498,13500.0
2002-12-23,422.2859841178169,424.32207854461444,420.4534991336991,423.0597,22400.0
2002-12-24,425.9509666121428,426.60251684787835,421.8787776387953,423.2226,2700.0
2002-12-26,425.78799408033825,425.78799408033825,421.06425581395354,423.7519,3000.0
2002-12-27,423.50752174328585,430.023022077798,405.63061770046835,426.073,5000.0
2002-12-30,423.5077364994255,430.8376780926848,423.5077364994255,425.2995,10000.0
