date,Open,High,Low,Close,Volume
2000-01-03,19.15962235294118,19.6213,19.15962235294118,19.6213,166295.0
2000-01-04,21.006234752589183,21.173592117376295,19.736627157652478,20.0598,843550.0
2000-01-05,19.621227912548665,20.071361964660078,19.044132973944293,19.2692,799100.0
2000-01-06,19.390374331550806,19.621212121212125,19.078743315508024,19.425,425130.0
2000-01-07,18.71520178200178,19.73666052866053,18.71520178200178,19.4308,425720.0
2000-01-10,19.955932489451474,20.717697408077154,19.044122965641954,19.148,502170.0
2000-01-11,19.217299571603427,19.378886474908203,18.120817013463892,18.8595,728920.0
2000-01-12,18.899887428226048,19.384647899667574,18.732529646418858,19.0961,429760.0
2000-01-13,19.609711871592975,19.609711871592975,19.04415808600848,19.055700000000005,241380.0
2000-01-14,19.390418857660926,19.390418857660926,18.928742218192806,19.0961,290760.0
2000-01-17,20.082930050363736,20.6254,19.857862730833794,20.6254,687020.0
2000-01-18,20.625452625226313,20.625452625226313,18.992267652383823,19.125,1278260.0
2000-01-19,19.852067039106146,20.66,19.852067039106146,20.66,1749090.0
2000-01-20,21.329500111982085,21.329500111982085,20.31380963045913,20.6139,1345490.0
2000-01-21,20.313758171671537,22.160463460005314,19.86362375764018,21.7161,2361645.0
2000-01-24,22.945316579406633,23.453160608327103,22.27588581401147,23.1473,2246830.0
2000-01-25,22.968421975992612,24.9998,22.968421975992612,24.9998,1451455.0
2000-01-27,25.853910317805838,27.002331780583372,25.536507400957774,26.5118,2817910.0
2000-01-28,26.546379991224224,26.89263712154454,25.85386573058359,26.304000000000002,2395825.0
2000-01-31,26.557943596214518,28.410420757097793,26.557943596214518,27.440900000000003,3186900.0
2000-02-01,27.238876115376634,28.162227848101264,27.123457148786056,27.8102,1953895.0
2000-02-02,30.032092049180328,30.03786301229508,27.58520368852459,28.1623,1719160.0
2000-02-03,28.162319097145385,28.854835140517814,25.911641956184997,26.079,1423435.0
2000-02-04,26.54061908713693,26.777228215767632,25.103651452282158,26.425199999999997,1328520.0
2000-02-07,27.123496149169032,28.543151479529794,26.546400486420755,28.473900000000004,1945175.0
2000-02-08,28.854735792622133,29.293327776669987,27.7120882552343,28.9413,1526040.0
2000-02-09,29.431847524752474,30.124361584158418,28.404618336633664,29.1433,1586165.0
2000-02-10,28.854816285998012,30.23984746772592,28.652832571996026,29.056800000000003,1050430.0
2000-02-11,29.4434419646704,29.893576906505814,26.73686135286514,26.7888,1324115.0
2000-02-14,27.123499678732063,27.123499678732063,25.409525337331335,26.9446,1262720.0
2000-02-15,27.008082601054483,27.123501757469246,25.980852108963095,26.269400000000005,970435.0
2000-02-16,28.266151799877974,28.3758,26.54640634533252,28.3758,353000.0
2000-02-17,29.74356110223642,29.74356110223642,28.641306509584666,28.900999999999996,1170800.0
2000-02-18,28.97022135201978,29.201059769167347,27.58519084913437,28.000699999999995,593885.0
2000-02-21,28.075674994706752,28.623915308066906,27.13501003599407,27.256199999999996,552360.0
2000-02-22,27.24465120661917,27.700556193978397,25.08054525396461,25.1094,874030.0
2000-02-23,26.08469446343131,27.111923581681474,25.10363294600137,25.3287,672540.0
2000-02-24,25.62300528634361,26.546356828193833,24.872782158590308,26.2001,439460.0
2000-02-25,26.540585881057268,27.00803259911894,25.62300528634361,26.2001,632660.0
2000-02-28,26.529063766205233,26.546376620522967,25.392186332674143,26.263600000000004,428605.0
2000-02-29,26.315595940959412,27.585208025830255,24.180339252767528,25.0229,1293440.0
2000-03-01,25.161380311765964,27.025399999999998,25.161380311765964,27.025399999999998,160470.0
2000-03-02,28.854784499802292,29.1895,28.854784499802292,29.1895,199680.0
2000-03-03,31.5267,31.5267,31.5267,31.5267,321470.0
2000-03-06,34.042917252396165,34.04868821650066,29.43191693290735,30.7073,1018205.0
2000-03-07,30.586049573973664,30.92076483346243,29.431859024012393,29.8012,812060.0
2000-03-08,30.58609446792869,32.190421687189854,30.239836794706854,31.3998,1002385.0
2000-03-09,31.18048052670623,32.317359050445106,28.97020400593472,31.117,669895.0
2000-03-10,30.153276608302185,30.355260279362582,28.629742632303756,29.3338,734165.0
2000-03-13,28.854787923689567,31.682557140211145,28.854787923689567,31.157399999999996,1039910.0
2000-03-14,31.79793180105501,32.31731725697061,29.547261492087415,30.632199999999997,891010.0
2000-03-15,31.163205695593614,31.163205695593614,28.508562247450453,29.9917,413930.0
2000-03-16,30.23976571317377,30.23976571317377,29.43760398910294,29.6569,662320.0
2000-03-21,30.008960125097737,30.008960125097737,28.473886395621584,29.5242,800555.0
2000-03-22,29.980113249090564,30.58606356500096,29.322224334673564,30.1417,380650.0
2000-03-23,29.806968170470757,32.55394142296719,29.806968170470757,32.3635,1269220.0
2000-03-24,31.751812582297,32.057673372348205,30.52836942209217,31.555599999999995,585770.0
2000-03-27,31.74028340080972,32.08654103790946,30.730365292602137,31.359400000000004,305655.0
2000-03-28,30.990033805888764,32.1442250090876,30.938095201744815,31.751799999999996,491820.0
2000-03-29,31.855641296156747,33.234898229088174,30.360965373021852,30.632199999999997,492400.0
2000-03-30,29.605014092553798,30.701496095981717,28.970208722148165,30.303299999999997,476840.0
2000-03-31,29.201039657853812,30.008973561430793,29.085620528771383,29.6858,371800.0
2000-04-03,30.003162897026098,31.50938053813474,27.717867165688855,28.5258,842940.0
2000-04-04,28.04683773087072,28.04683773087072,26.246300000000005,26.246300000000005,358915.0
2000-04-05,26.77729032258064,26.77729032258064,24.1515,24.1515,436405.0
2000-04-06,24.841505063619838,25.441541417813553,23.1074,23.1074,417530.0
2000-04-07,23.401406588122143,24.9555,22.20733481606155,24.9555,804645.0
2000-04-10,26.94159928762244,26.9536,26.395566874443457,26.9536,780280.0
2000-04-11,26.95358868258179,28.18966153846154,25.081478337754202,27.145600000000005,1479665.0
2000-04-12,28.561736480686694,29.16177296137339,26.76162703862661,27.9617,654505.0
2000-04-13,27.481682004752646,28.081718729747244,25.801579174767767,27.7757,956580.0
2000-04-17,27.001584879079594,27.001584879079594,25.5555,25.5555,641645.0
2000-04-18,25.687542008104458,26.989620171094096,25.687542008104458,26.653599999999997,684490.0
2000-04-19,27.481618017222345,27.841639213954515,26.281547361448443,27.175600000000003,704765.0
2000-04-20,26.761580859548072,27.24160921577315,25.8375262738148,27.0856,896985.0
2000-04-24,27.001647996553206,28.309727832830674,26.941644334338644,27.853699999999996,993180.0
2000-04-25,27.37367902143321,28.201729811647542,26.401619398138127,27.7157,1280080.0
2000-04-26,28.789732477432292,29.935801444333,27.75167001003009,29.9118,944890.0
2000-04-27,30.56586745417515,30.60186965376782,27.973709083503053,29.4618,1278840.0
2000-04-28,29.04777723842545,29.941831939628795,28.807762553538645,29.4198,836245.0
2000-05-02,29.6417699044586,30.48182006369427,28.801719745222933,30.1458,1269365.0
2000-05-03,29.161776604386677,29.9898270511779,27.90169983753046,29.5458,1114460.0
2000-05-04,30.58982942583732,30.841844497607653,29.533766267942582,30.097799999999996,861225.0
2000-05-05,29.82181700981336,32.40197421589379,29.67180786992496,31.183900000000005,1422095.0
2000-05-08,31.80193319255135,33.00200614321366,30.72186753695527,31.2559,691100.0
2000-05-09,30.721860749808727,31.79592580336649,30.361838944146903,31.3699,571440.0
2000-05-10,31.2018808300019,31.80191699980963,30.241822958309534,31.5199,937385.0
2000-05-11,30.613823513920245,32.50993645598194,30.4878160082769,31.8979,1215690.0
2000-05-12,32.56996741701641,32.56996741701641,31.213885501716906,31.4539,648490.0
2000-05-15,30.967907020614543,31.441936211590818,30.121854920264486,30.8539,826565.0
2000-05-16,30.84190556097561,31.411940780487807,30.601890731707318,30.751900000000003,537035.0
2000-05-17,31.201914357682618,31.321921720596784,30.613878279403217,30.9679,400715.0
2000-05-18,30.613793321616868,31.081820738137075,30.60179261862917,30.727799999999995,244355.0
2000-05-19,30.24777395894428,31.261833431085044,30.24777395894428,30.691799999999997,1084525.0
2000-05-22,30.72185171790235,30.949865461121153,29.191759493670883,29.863799999999998,550750.0
2000-05-23,29.64179636363636,29.64179636363636,26.28759309090909,28.051699999999997,1019550.0
2000-05-24,27.601615035109457,30.295772676579926,26.413545518380836,29.0537,1599205.0
2000-05-25,29.101764768835615,29.70180115582192,27.61367452910959,28.0337,788155.0
2000-05-26,27.73370627578719,28.315742084690555,27.013661976112925,27.6317,693675.0
2000-05-29,27.367624215446245,27.781648787002,25.441509904295568,26.9596,705755.0
2000-05-30,27.24162287756926,27.541640750670243,25.921544235924937,26.8576,733725.0
